sensor_0,sensor_1,sensor_2
"3848
","398
","1890
"
"3846
","398
","1890
"
"3848
","398
","1888
"
"3849
","399
","1890
"
"3850
","398
","1889
"
"3850
","397
","1889
"
"3847
","397
","1885
"
"3846
","393
","1888
"
"3847
","399
","1888
"
"3847
","398
","1886
"
"3846
","402
","1887
"
"3848
","398
","1886
"
"3839
","397
","1887
"
"3843
","398
","1886
"
"3841
","398
","1885
"
"3846
","398
","1885
"
"3849
","398
","1885
"
"3848
","397
","1886
"
"3848
","397
","1883
"
"3851
","400
","1884
"
"3846
","397
","1884
"
"3847
","398
","1884
"
"3848
","398
","1884
"
"3848
","400
","1888
"
"3849
","398
","1885
"
"3849
","397
","1882
"
"3848
","405
","1883
"
"3844
","399
","1878
"
"3849
","398
","1881
"
"3846
","398
","1881
"
"3846
","397
","1881
"
"3846
","402
","1880
"
"3848
","400
","1881
"
"3848
","398
","1881
"
"3844
","397
","1867
"
"3846
","402
","1880
"
"3848
","398
","1881
"
"3848
","398
","1880
"
"3848
","397
","1879
"
"3848
","398
","1878
"
"3846
","398
","1876
"
"3846
","397
","1878
"
"3846
","398
","1786
"
"3860
","397
","1877
"
"3848
","395
","1876
"
"3845
","398
","1877
"
"3848
","395
","1878
"
"3848
","398
","1875
"
"3846
","397
","1876
"
"3846
","396
","1877
"
"3846
","398
","1875
"
"3848
","397
","1875
"
"3850
","396
","1874
"
"3853
","397
","1874
"
"3849
","397
","1874
"
"3846
","397
","1874
"
"3849
","406
","1874
"
"3847
","396
","1873
"
"3847
","397
","1873
"
"3846
","398
","1869
"
"3846
","397
","1872
"
"3845
","396
","1872
"
"3849
","397
","1872
"
"3844
","397
","1871
"
"3848
","397
","1869
"
"3848
","395
","1869
"
"3843
","396
","1870
"
"3847
","396
","1869
"
"3848
","399
","1868
"
"3848
","390
","1869
"
"3848
","396
","1868
"
"3866
","390
","1856
"
"3846
","396
","1867
"
"3846
","403
","1867
"
"3849
","408
","1868
"
"3846
","393
","1866
"
"3848
","396
","1866
"
"3850
","386
","1879
"
"3845
","396
","1865
"
"3846
","396
","1865
"
"3848
","396
","1858
"
"3847
","396
","1865
"
"3847
","398
","1864
"
"3848
","395
","1865
"
"3848
","393
","1861
"
"3846
","395
","1864
"
"3846
","395
","1864
"
"3846
","396
","1863
"
"3846
","395
","1864
"
"3849
","397
","1863
"
"3853
","395
","1862
"
"3848
","395
","1861
"
"3853
","395
","1862
"
"3848
","395
","1861
"
"3847
","394
","1861
"
"3848
","395
","1859
"
"3846
","395
","1861
"
"3848
","396
","1860
"
"3848
","394
","1861
"
"3843
","394
","1859
"
"3848
","395
","1860
"
"3848
","395
","1859
"
"3848
","403
","1859
"
"3848
","395
","1858
"
"3850
","394
","1859
"
"3848
","394
","1857
"
"3847
","385
","1859
"
"3848
","395
","1858
"
"3846
","394
","1857
"
"3847
","394
","1858
"
"3848
","394
","1858
"
"3848
","345
","1859
"
"3848
","394
","1857
"
"3848
","395
","1857
"
"3846
","380
","1856
"
"3849
","394
","1857
"
"3847
","393
","1856
"
"3848
","393
","1856
"
"3848
","394
","1855
"
"3848
","388
","1860
"
"3848
","393
","1873
"
"3847
","395
","1854
"
"3848
","393
","1855
"
"3848
","393
","1854
"
"3846
","394
","1856
"
"3843
","393
","1860
"
"3848
","392
","1854
"
"3848
","393
","1854
"
"3853
","394
","1856
"
"3851
","393
","1853
"
"3848
","393
","1850
"
"3846
","389
","1852
"
"3848
","394
","1850
"
"3848
","394
","1851
"
"3835
","392
","1850
"
"3848
","388
","1847
"
"3847
","394
","1851
"
"3846
","390
","1849
"
"3848
","392
","1861
"
"3848
","393
","1849
"
"3847
","394
","1849
"
"3846
","392
","1849
"
"3846
","393
","1849
"
"3848
","392
","1849
"
"3846
","397
","1849
"
"3854
","392
","1849
"
"3849
","392
","1849
"
"3846
","396
","1788
"
"3845
","392
","1849
"
"3845
","393
","1848
"
"3844
","391
","1845
"
"3848
","393
","1846
"
"3848
","392
","1843
"
"3848
","392
","1845
"
"3849
","392
","1846
"
"3846
","392
","1846
"
"3860
","391
","1877
"
"3848
","391
","1845
"
"3848
","392
","1845
"
"3846
","392
","1845
"
"3848
","392
","1845
"
"3848
","387
","1845
"
"3842
","390
","1844
"
"3845
","392
","1844
"
"3848
","393
","1844
"
"3844
","392
","1845
"
"3848
","391
","1844
"
"3847
","392
","1843
"
"3848
","395
","1844
"
"3849
","389
","1844
"
"3849
","392
","1843
"
"3851
","391
","1843
"
"3848
","392
","1845
"
"3858
","392
","1844
"
"3846
","390
","1843
"
"3852
","390
","1844
"
"3852
","397
","1841
"
"3853
","390
","1843
"
"3849
","390
","1842
"
"3849
","390
","1841
"
"3846
","391
","1842
"
"3845
","391
","1844
"
"3844
","385
","1843
"
"3845
","390
","1843
"
"3845
","392
","1842
"
"3845
","392
","1844
"
"3845
","388
","1840
"
"3845
","390
","1844
"
"3845
","390
","1842
"
"3845
","390
","1834
"
"3844
","403
","1842
"
"3844
","390
","1842
"
"3845
","390
","1841
"
"3829
","391
","1837
"
"3845
","390
","1841
"
"3845
","392
","1841
"
"3843
","389
","1840
"
"3845
","391
","1840
"
"3848
","392
","1841
"
"3843
","392
","1841
"
"3844
","390
","1840
"
"3903
","390
","1839
"
"3845
","389
","1840
"
"3843
","388
","1840
"
"3845
","390
","1835
"
"3847
","392
","1841
"
"3844
","390
","1841
"
"3844
","387
","1840
"
"3844
","390
","1840
"
"3845
","390
","1838
"
"3845
","390
","1837
"
"3845
","390
","1837
"
"3844
","388
","1837
"
"3843
","390
","1811
"
"3844
","391
","1836
"
"3844
","389
","1771
"
"3844
","390
","1836
"
"3850
","390
","1836
"
"3844
","391
","1836
"
"3843
","393
","1835
"
"3841
","390
","1834
"
"3844
","392
","1835
"
