sensor_0,sensor_1,sensor_2
"124
","102
","122
"
"120
","102
","123
"
"121
","100
","123
"
"122
","102
","124
"
"122
","102
","124
"
"121
","101
","124
"
"118
","105
","123
"
"121
","101
","125
"
"121
","102
","124
"
"119
","101
","123
"
"119
","101
","123
"
"120
","102
","130
"
"121
","101
","123
"
"121
","99
","124
"
"120
","100
","123
"
"117
","102
","124
"
"122
","101
","123
"
"119
","101
","124
"
"121
","101
","123
"
"120
","105
","124
"
"121
","104
","123
"
"121
","102
","124
"
"122
","102
","124
"
"120
","101
","123
"
"120
","102
","123
"
"117
","101
","123
"
"121
","103
","124
"
"121
","93
","122
"
"120
","101
","123
"
"121
","102
","123
"
"121
","102
","122
"
"120
","102
","122
"
"120
","102
","124
"
"123
","101
","123
"
"120
","101
","123
"
"121
","101
","123
"
"117
","104
","125
"
"120
","101
","123
"
"121
","100
","124
"
"122
","104
","122
"
"121
","101
","124
"
"121
","99
","124
"
"122
","101
","123
"
"120
","104
","124
"
"118
","100
","123
"
"125
","104
","123
"
"120
","101
","123
"
"118
","102
","124
"
"121
","99
","122
"
"126
","105
","123
"
"121
","100
","124
"
"118
","101
","123
"
"121
","100
","123
"
"121
","101
","123
"
"120
","98
","123
"
"120
","102
","122
"
"119
","101
","122
"
"121
","101
","119
"
"120
","101
","121
"
"120
","100
","123
"
"121
","101
","123
"
"120
","105
","124
"
"121
","97
","125
"
"122
","101
","123
"
"116
","101
","124
"
"120
","101
","123
"
"126
","101
","129
"
"121
","101
","123
"
"121
","101
","123
"
"121
","102
","123
"
"122
","102
","124
"
"123
","101
","123
"
"119
","100
","123
"
"118
","102
","124
"
"120
","101
","124
"
"121
","99
","122
"
"121
","100
","124
"
"120
","101
","123
"
"120
","102
","123
"
"120
","101
","124
"
"120
","101
","123
"
"120
","101
","123
"
"118
","121
","123
"
"121
","101
","123
"
"120
","101
","124
"
"122
","99
","123
"
"120
","101
","123
"
"120
","101
","124
"
"121
","100
","122
"
"121
","101
","125
"
"122
","100
","123
"
"129
","105
","124
"
"123
","100
","123
"
"121
","101
","123
"
"121
","100
","130
"
"121
","101
","123
"
"120
","102
","124
"
"123
","101
","123
"
"119
","101
","123
"
"118
","105
","123
"
"114
","101
","125
"
"121
","101
","123
"
"120
","101
","124
"
"120
","101
","123
"
"120
","102
","124
"
"121
","101
","124
"
"121
","101
","124
"
"120
","101
","124
"
"121
","101
","123
"
"123
","102
","123
"
"120
","100
","123
"
"121
","100
","122
"
"120
","101
","123
"
"122
","101
","128
"
"119
","101
","122
"
"121
","99
","123
"
"122
","103
","123
"
"121
","102
","123
"
"118
","100
","124
"
"119
","100
","124
"
"122
","101
","123
"
"120
","105
","124
"
"120
","100
","124
"
"121
","101
","123
"
"118
","101
","122
"
"120
","101
","123
"
"121
","101
","123
"
"122
","98
","123
"
"120
","101
","121
"
"122
","101
","125
"
"121
","101
","124
"
"120
","101
","123
"
"120
","101
","124
"
"121
","101
","123
"
"121
","101
","123
"
"121
","102
","123
"
"120
","102
","123
"
"118
","101
","122
"
"120
","100
","122
"
"124
","102
","123
"
"116
","101
","122
"
"124
","102
","123
"
"120
","103
","128
"
"125
","100
","123
"
"119
","101
","122
"
"120
","101
","123
"
"121
","104
","123
"
"119
","102
","123
"
