sensor_0,sensor_1,sensor_2
120,96,124
121,101,123
121,101,124
121,99,125
120,100,123
121,100,124
119,101,123
123,102,122
123,101,123
121,101,124
121,101,123
121,100,123
122,104,124
122,101,124
120,105,122
121,100,124
120,102,123
134,101,124
120,101,124
121,100,124
116,101,124
121,102,125
120,98,124
121,101,123
118,100,124
121,144,124
124,100,123
120,101,124
121,101,125
122,106,125
121,101,122
125,101,123
121,104,124
120,100,123
122,101,124
138,100,123
120,101,123
120,101,124
121,100,122
108,101,124
122,102,123
121,100,117
121,101,123
120,100,124
121,102,123
121,99,123
125,101,131
121,101,124
121,101,123
121,100,124
123,100,124
122,100,129
120,101,124
120,101,124
137,101,124
122,100,123
122,101,124
123,100,125
110,101,122
121,101,126
122,101,123
122,108,123
123,88,124
123,99,123
121,101,123
122,100,124
121,101,124
121,102,124
123,100,122
120,101,123
120,101,123
122,102,123
123,101,124
119,100,123
114,101,116
125,101,122
121,101,123
122,102,126
121,100,125
121,101,124
120,99,128
120,102,124
122,101,124
121,101,124
122,101,125
121,101,124
123,100,123
121,101,123
122,101,123
118,102,124
125,101,126
122,101,125
122,100,124
121,99,124
121,100,123
121,102,124
120,102,123
120,102,124
120,101,124
122,101,124
121,102,125
122,100,123
132,98,122
120,101,123
118,101,120
120,101,123
110,101,123
122,100,123
121,100,123
122,102,122
121,88,124
121,101,123
121,101,124
122,101,123
121,101,124
120,102,124
121,101,124
122,102,121
120,102,124
118,99,123
122,101,125
123,101,123
122,101,125
125,101,128
121,101,123
120,101,122
121,100,124
121,102,124
116,101,124
120,98,122
120,103,124
119,101,125
121,100,124
121,101,116
122,102,123
121,101,123
121,100,123
124,102,123
121,113,123
121,105,123
120,101,124
123,101,124
118,101,124
122,101,123
122,101,123
120,100,124
118,100,125
121,104,123
121,101,125
130,101,124
120,101,124
121,102,124
120,102,123
121,101,125
120,110,125
120,100,122
121,102,124
120,101,123
116,101,123
120,100,124
120,101,120
121,102,123
121,101,123
120,104,124
120,100,124
121,102,123
121,102,124
122,100,124
121,101,123
122,100,125
121,110,123
124,99,124
121,104,123
122,101,125
121,102,124
115,100,124
121,101,124
120,101,123
121,100,128
121,102,123
123,103,123
118,101,124
121,102,126
121,102,124
120,101,123
121,101,124
121,115,124
122,105,123
120,101,123
120,102,124
118,102,124
121,100,121
121,106,124
122,101,120
122,102,124
121,102,124
125,102,125
122,102,123
120,101,122
121,101,122
122,101,124
122,101,123
121,100,125
121,102,124
122,101,119
117,101,123
122,101,124
123,100,123
121,102,123
121,99,124
122,104,122
121,103,123
121,99,124
121,101,123
118,102,124
122,100,123
121,102,122
122,100,123
122,98,123
120,101,122
121,102,123
121,104,125
123,101,123
123,96,123
121,101,125
121,101,123
122,101,125
123,101,123
122,101,122
127,101,123
122,101,124
123,101,125
118,101,123
118,101,122
121,100,125
121,102,123
123,101,125
121,104,123
125,101,125
121,102,124
120,103,123
120,100,123
121,102,123
121,102,123
121,101,124
121,101,124
121,101,124
121,101,124
122,101,125
120,102,124
122,101,118
121,101,123
121,113,124
121,101,122
121,101,126
120,106,124
121,89,123
118,99,122
120,101,122
121,104,124
80,102,123
121,102,123
120,101,122
120,100,122
121,102,124
121,100,123
119,101,124
121,101,122
120,100,118
118,101,122
120,97,123
118,100,123
121,102,123
121,102,123
120,101,124
121,101,123
120,102,121
125,100,123
121,101,123
122,101,123
118,100,123
122,98,124
122,101,123
121,100,123
121,102,121
118,101,123
121,96,122
122,101,123
123,101,121
121,101,124
121,101,121
120,99,124
122,101,121
118,103,128
122,100,123
120,100,122
120,101,125
106,101,122
121,104,124
120,100,123
123,101,122
120,104,124
121,101,123
121,100,121
120,77,123
122,95,124
118,100,123
122,102,123
120,100,123
121,100,124
122,100,123
121,101,123
120,100,128
120,101,125
120,101,124
122,102,123
120,101,75
121,105,123
121,102,120
122,101,124
121,99,124
121,100,123
122,102,123
117,100,123
121,98,122
121,101,124
121,102,123
120,100,123
121,100,122
119,101,124
121,100,122
121,100,124
121,99,123
120,101,123
120,101,123
121,101,123
133,100,123
121,101,120
117,101,126
