sensor_0,sensor_1,sensor_2
120,125,122
121,126,122
115,125,125
121,124,123
121,125,132
121,126,122
129,128,123
120,124,124
118,124,123
121,125,123
121,125,125
121,123,123
120,125,123
121,124,119
120,125,121
121,125,122
120,125,123
121,125,123
121,125,126
120,120,123
120,124,122
120,122,124
121,125,123
120,126,123
118,125,122
121,124,122
120,125,122
118,126,124
118,124,123
123,126,123
121,124,122
120,126,123
117,126,118
121,126,125
121,125,123
120,134,122
121,124,122
120,125,123
120,125,122
121,125,123
121,124,126
122,124,145
120,124,125
120,125,131
122,124,124
121,125,123
121,124,124
121,124,124
121,124,123
121,125,124
120,90,124
120,125,124
121,121,122
120,125,123
120,126,123
121,124,122
118,125,123
121,125,123
120,124,122
120,123,123
121,126,123
120,128,121
121,125,124
121,125,123
120,125,122
117,120,121
124,123,123
121,125,123
121,125,123
121,125,126
121,127,124
123,124,132
121,125,122
126,125,123
120,124,118
144,125,122
120,124,123
121,125,123
118,128,125
121,124,123
120,124,123
121,125,124
120,124,123
120,124,123
120,129,123
121,125,122
120,125,122
119,118,123
123,122,122
121,125,122
117,125,122
120,125,121
122,124,124
123,123,122
122,124,124
120,125,123
118,123,121
120,125,122
120,125,123
121,128,123
120,125,124
121,124,124
121,128,123
121,125,123
122,123,121
121,125,122
120,124,122
118,124,124
121,125,116
121,123,122
120,122,123
117,126,123
121,125,123
121,125,122
101,124,128
118,124,124
120,124,122
123,124,118
118,124,122
121,125,123
120,125,124
122,124,123
121,121,122
114,124,124
119,120,125
116,123,122
121,125,123
121,124,123
120,124,122
120,128,121
121,125,122
120,125,123
120,124,121
117,125,123
121,124,122
121,124,123
134,125,122
122,125,123
120,126,124
125,125,136
124,125,122
121,124,122
120,126,122
120,125,123
120,125,122
121,126,124
117,123,123
121,126,122
116,126,124
120,124,123
121,125,122
128,125,123
120,123,122
121,129,123
119,124,124
120,124,123
121,124,123
123,124,124
121,124,123
120,124,124
117,128,123
120,124,123
122,125,125
122,124,123
121,126,123
122,125,123
121,124,123
121,128,123
120,125,123
122,125,124
120,125,123
121,124,124
120,121,122
122,126,125
121,129,123
118,125,121
117,124,110
121,128,120
121,124,122
114,124,123
122,124,122
121,124,123
124,123,123
123,128,123
122,125,125
120,126,123
121,124,123
121,124,123
120,124,121
121,124,123
120,125,123
120,124,123
121,123,121
123,129,123
121,124,122
121,125,125
120,126,123
122,128,124
121,124,123
118,125,123
121,125,123
118,124,121
121,123,123
120,123,124
121,123,123
122,125,124
121,125,123
121,125,122
122,124,123
121,124,131
121,124,122
120,123,123
122,126,122
121,125,124
119,125,122
121,125,129
121,124,126
123,128,123
128,123,123
122,125,125
120,139,123
121,124,124
123,124,123
121,124,122
121,124,123
122,124,124
120,129,124
122,124,123
121,125,124
120,124,123
121,124,124
120,124,123
121,126,121
118,122,128
122,125,124
120,124,124
122,125,122
116,125,123
120,125,122
121,125,123
120,124,123
120,124,123
121,123,126
120,125,123
121,125,123
116,122,123
124,125,123
122,125,123
120,122,123
121,125,123
122,124,122
123,124,124
121,125,123
121,125,122
120,142,117
121,120,116
121,121,117
121,122,118
122,121,118
122,118,116
120,120,117
121,124,116
121,120,118
121,120,116
121,120,116
121,122,117
121,120,114
121,121,116
120,120,114
114,122,116
120,121,118
120,121,117
119,121,117
119,121,117
120,128,117
120,121,117
125,116,116
120,121,115
123,121,118
120,116,116
121,120,117
121,120,117
120,120,118
117,120,116
118,121,117
123,120,116
121,121,116
118,122,116
118,119,118
118,121,117
120,117,117
120,121,118
121,120,116
122,122,117
118,121,116
121,120,118
121,120,116
120,121,116
121,122,117
120,128,117
120,120,117
120,121,117
120,120,118
121,121,117
121,121,117
120,123,117
130,124,117
121,121,118
121,121,122
121,122,116
121,120,117
120,120,117
120,124,116
122,121,116
120,121,116
121,117,117
122,121,117
120,120,120
121,121,117
120,120,116
121,123,117
120,121,117
121,125,116
121,123,117
120,112,117
118,126,117
121,122,121
120,120,115
120,120,115
120,122,116
121,120,118
121,120,117
121,121,118
121,120,118
122,121,118
122,121,115
121,121,116
121,121,116
121,121,117
120,120,117
121,120,116
117,120,116
121,122,116
121,122,118
120,121,116
121,121,115
121,122,117
121,126,117
118,120,115
121,124,117
121,121,117
121,118,118
119,120,117
123,120,117
121,121,113
122,121,117
121,121,120
120,121,117
121,120,118
120,116,112
120,120,117
121,120,116
121,121,116
122,120,114
120,117,117
120,120,116
122,115,117
120,121,117
121,122,117
120,123,117
115,122,120
121,120,118
120,134,116
121,120,116
120,118,120
120,120,117
121,119,116
121,122,117
120,121,117
121,120,117
122,121,115
122,121,107
120,120,117
120,120,116
108,120,116
120,121,116
120,122,116
120,122,116
118,121,115
121,120,117
123,116,116
128,123,115
122,121,116
120,118,115
120,121,117
120,124,116
120,120,118
120,120,115
119,121,117
121,120,117
123,122,120
121,121,117
120,121,112
114,121,116
121,121,116
120,120,118
120,121,116
121,121,115
121,122,116
122,122,117
120,120,117
122,121,119
120,121,116
121,118,115
122,121,116
120,121,114
121,115,117
121,121,117
118,122,116
121,121,118
122,121,117
118,122,119
121,122,119
122,101,118
121,121,116
122,125,123
121,124,117
122,122,113
123,121,118
122,121,117
121,121,117
121,122,118
118,122,117
116,121,117
121,121,118
122,118,117
121,122,116
121,122,117
120,122,117
123,121,116
121,121,118
125,121,117
120,121,117
120,122,123
121,122,116
121,121,117
116,121,118
119,121,117
121,121,117
120,121,120
121,117,108
122,121,118
121,123,116
116,120,115
120,123,117
121,121,116
124,121,117
118,121,117
118,120,118
121,120,114
121,121,117
122,121,116
118,123,117
120,121,117
121,120,116
120,122,115
120,121,117
119,121,122
121,121,116
121,122,107
121,122,116
119,120,117
120,121,117
121,122,117
121,121,116
122,121,117
120,121,120
121,122,117
121,122,116
123,123,117
122,121,116
122,122,118
121,121,117
117,121,116
122,123,117
121,120,118
117,122,120
122,121,109
121,120,117
116,144,118
123,121,118
121,122,115
121,117,116
120,122,117
121,121,116
118,121,117
121,123,117
119,121,120
120,120,117
117,123,117
121,121,118
121,121,117
123,118,115
120,120,116
113,122,117
123,121,116
136,118,117
121,128,117
123,121,115
121,117,121
121,134,124
121,133,122
121,132,123
120,131,122
124,131,122
118,133,121
121,133,124
122,133,122
114,131,123
121,134,130
118,133,113
121,132,121
120,130,122
121,131,107
122,133,121
121,132,123
123,133,122
122,132,119
122,132,122
118,135,121
121,132,123
119,134,122
121,132,124
120,131,121
120,132,122
121,132,118
121,134,123
122,128,122
121,133,122
119,133,119
122,133,122
118,133,122
120,131,122
122,132,121
121,132,122
121,132,122
121,132,122
121,128,121
120,134,122
121,134,123
120,132,121
123,130,121
121,132,121
117,132,122
121,131,121
121,133,124
121,133,122
119,132,115
130,130,123
122,132,121
115,132,122
121,131,122
120,131,123
124,131,123
121,133,122
121,131,122
121,133,121
118,132,128
120,132,123
120,132,122
122,133,121
121,131,108
122,133,121
120,133,122
118,132,121
121,144,124
120,131,122
120,133,122
120,132,122
121,132,121
125,136,124
120,131,123
121,132,120
119,133,122
121,136,123
120,132,122
121,132,123
117,135,122
121,132,122
120,132,124
121,130,122
121,131,122
120,132,122
121,132,123
121,133,121
121,133,118
121,131,120
121,130,121
114,132,120
121,132,122
121,133,122
120,126,126
108,128,123
121,133,122
121,132,122
120,132,122
120,131,123
120,131,122
119,133,123
120,132,122
122,131,121
115,131,120
121,131,122
120,131,123
121,131,122
121,131,122
123,131,122
118,132,121
123,129,122
121,134,122
121,132,122
121,128,122
120,131,122
118,137,123
121,130,122
122,132,123
121,131,121
120,131,122
121,132,121
121,138,121
123,133,122
137,131,116
121,130,122
120,131,110
120,131,122
121,130,122
120,132,122
120,126,122
121,128,124
112,130,123
122,131,122
121,137,122
121,129,121
121,131,122
121,129,123
121,131,124
115,131,122
122,132,123
121,133,122
120,131,123
120,131,122
121,137,123
122,131,122
121,132,122
118,130,123
121,131,122
120,131,122
120,130,122
123,131,122
120,130,122
121,116,121
120,131,127
120,131,123
121,132,122
120,131,125
121,131,122
121,134,123
122,125,123
120,133,121
120,132,122
121,131,122
122,131,123
120,131,122
128,134,124
121,131,120
128,132,122
121,130,125
120,131,122
122,131,122
122,131,120
121,128,124
121,132,123
121,132,121
121,131,122
121,125,122
121,132,121
120,131,122
121,131,122
122,132,121
122,136,122
124,131,91
120,131,123
121,132,121
119,130,122
123,130,125
118,138,121
121,131,121
120,131,121
120,131,121
121,126,122
122,130,122
121,131,124
117,132,121
120,132,118
119,133,122
104,131,122
121,130,122
121,131,122
121,133,122
121,130,121
118,132,122
118,121,122
121,131,123
120,129,122
120,130,123
121,144,121
120,130,122
120,167,122
121,129,122
120,130,122
121,131,121
123,131,121
121,129,121
124,131,121
120,129,125
120,130,122
121,130,122
121,132,128
121,131,122
121,131,124
120,133,122
122,131,120
121,129,121
120,131,122
