sensor_0,sensor_1,sensor_2
"123
","128
","125
"
"121
","123
","128
"
"122
","125
","126
"
"120
","124
","128
"
"122
","123
","126
"
"123
","126
","126
"
"124
","117
","125
"
"121
","126
","128
"
"120
","125
","130
"
"120
","125
","126
"
"119
","126
","123
"
"120
","123
","125
"
"118
","126
","125
"
"121
","128
","128
"
"121
","126
","123
"
"122
","128
","126
"
"120
","125
","126
"
"122
","126
","126
"
"128
","124
","106
"
"122
","128
","125
"
"121
","125
","128
"
"121
","126
","126
"
"121
","128
","126
"
"122
","126
","126
"
"121
","125
","125
"
"121
","125
","125
"
"121
","125
","126
"
"120
","129
","124
"
"125
","129
","125
"
"121
","130
","126
"
"121
","128
","129
"
"122
","124
","124
"
"122
","128
","124
"
"120
","128
","125
"
"118
","126
","125
"
"120
","128
","124
"
"121
","128
","126
"
"108
","126
","125
"
"121
","128
","125
"
"123
","128
","128
"
"121
","126
","125
"
"118
","128
","125
"
"121
","130
","126
"
"120
","126
","126
"
"121
","126
","126
"
"121
","124
","125
"
"121
","128
","125
"
"120
","129
","125
"
"120
","128
","124
"
"121
","126
","125
"
"121
","128
","125
"
"121
","129
","125
"
"123
","126
","125
"
"120
","128
","125
"
"122
","126
","131
"
"123
","129
","125
"
"121
","128
","125
"
"122
","129
","114
"
"119
","128
","126
"
"120
","129
","125
"
"121
","128
","125
"
"120
","128
","125
"
"122
","126
","124
"
"121
","130
","126
"
"121
","128
","125
"
"122
","129
","122
"
"121
","128
","125
"
"121
","129
","125
"
"120
","129
","125
"
"124
","129
","126
"
"121
","129
","125
"
"121
","129
","124
"
"122
","130
","126
"
"120
","129
","125
"
"122
","129
","125
"
"122
","129
","125
"
"123
","132
","126
"
"121
","129
","125
"
"120
","129
","125
"
"118
","129
","125
"
"122
","128
","125
"
"123
","130
","125
"
"120
","128
","128
"
"122
","128
","125
"
"122
","131
","125
"
"133
","129
","125
"
"121
","129
","129
"
"121
","126
","126
"
"120
","129
","122
"
"121
","130
","126
"
"122
","129
","125
"
"123
","131
","126
"
"120
","128
","124
"
"124
","130
","125
"
"120
","129
","120
"
"122
","129
","125
"
"124
","130
","125
"
"120
","130
","126
"
"118
","128
","125
"
"121
","130
","125
"
"120
","131
","126
"
"121
","132
","125
"
"122
","131
","125
"
"122
","132
","132
"
"119
","131
","125
"
"125
","129
","125
"
"122
","130
","125
"
"121
","129
","128
"
"120
","131
","125
"
"121
","130
","125
"
"122
","131
","126
"
"124
","131
","126
"
"121
","131
","125
"
"104
","131
","125
"
"121
","130
","125
"
"121
","130
","125
"
"120
","132
","126
"
"121
","131
","128
"
"121
","132
","126
"
"122
","131
","125
"
"119
","129
","126
"
"120
","129
","125
"
"124
","130
","125
"
"122
","130
","125
"
"121
","132
","125
"
"121
","128
","127
"
"120
","131
","128
"
"117
","130
","125
"
"122
","129
","127
"
"121
","131
","125
"
"121
","138
","128
"
"121
","131
","125
"
"122
","130
","124
"
"133
","132
","91
"
"121
","132
","126
"
"124
","129
","125
"
"123
","131
","126
"
"121
","130
","121
"
"121
","131
","125
"
"122
","132
","125
"
"121
","131
","126
"
"120
","133
","126
"
"128
","134
","118
"
"123
","132
","125
"
"122
","132
","127
"
"123
","132
","124
"
