sensor_0,sensor_1,sensor_2
3848,367,3133
3849,368,3130
3846,369,3132
3848,366,3132
3848,366,3133
3848,368,3132
3847,365,3132
3847,363,3133
3848,368,3132
3845,367,3133
3853,373,3132
3846,366,3132
3846,366,3131
3848,367,3131
3843,367,3131
3846,368,3132
3851,367,3132
3846,367,3132
3846,366,3131
3846,366,3131
3847,367,3131
3847,366,3137
3847,366,3131
3858,366,3130
3846,366,3131
3848,366,3122
3846,368,3131
3846,366,3129
3847,364,3132
3846,362,3129
3846,365,3134
3846,366,3130
3848,365,3128
3847,366,3130
3848,365,3130
3846,366,3130
3848,369,3128
3842,366,3130
3848,366,3130
3848,363,3130
3846,368,3129
3846,365,3142
3848,365,3130
3848,365,3131
3847,395,3130
3846,366,3129
3846,366,3128
3848,368,3137
3846,367,3128
3846,365,3128
3846,368,3130
3847,366,3129
3848,366,3130
3847,370,3127
3844,369,3130
3848,365,3128
3846,366,3130
3846,368,3129
3851,367,3128
3847,365,3126
3846,368,3128
3847,365,3124
3846,366,3128
3850,368,3126
3851,366,3126
3846,367,3125
3846,368,3125
3848,368,3126
3846,366,3126
3817,367,3125
3846,368,3124
3847,367,3125
3846,367,3125
3846,366,3125
3845,368,3124
3848,369,3125
3846,365,3124
3846,365,3110
3845,366,3088
3846,369,3124
3848,369,3123
3846,380,3123
3846,369,3122
3840,369,3123
3846,368,3122
3849,369,3122
3846,368,3130
3847,368,3118
3846,369,3122
3846,369,3123
3845,369,3121
3848,374,3122
3848,369,3121
3848,369,3121
3846,364,3122
3846,370,3121
3848,369,3123
3846,370,3122
3878,370,3122
3848,370,3120
3854,369,3121
3848,384,3118
3845,372,3121
3849,370,3120
3846,369,3122
3848,370,3123
3844,370,3120
3846,370,3121
3846,373,3121
3846,370,3121
3847,360,3120
3846,371,3117
3846,370,3121
3848,369,3120
3848,370,3120
3848,371,3123
3848,371,3118
3833,372,3120
3846,371,3118
3847,371,3119
3848,371,3119
3848,370,3120
3846,372,3118
3848,371,3120
3848,372,3121
3848,374,3121
3858,373,3121
3844,372,3119
3853,371,3120
3850,373,3118
3849,372,3118
3844,373,3120
3845,372,3118
3846,372,3119
3845,373,3118
3842,373,3117
3845,373,3118
3844,372,3117
3844,373,3118
3844,373,3115
3844,373,3117
3844,376,3116
3844,368,3117
3844,374,3120
3845,374,3121
3843,374,3115
3844,374,3115
3844,375,3116
3845,373,3115
3980,374,3115
3843,378,3116
3844,375,3115
3844,374,3115
3843,374,3117
3840,377,3114
3843,375,3114
3843,372,3114
3843,374,3114
3843,348,3114
3843,376,3114
3843,376,3115
3844,376,3115
3843,376,3112
3843,374,3115
3849,377,3113
3844,376,3112
3843,377,3113
3843,376,3114
3844,362,3112
3844,378,3112
3844,376,3112
3843,396,3113
3843,377,3112
3841,377,3112
3846,376,3110
3843,377,3112
3842,374,3112
3850,377,3113
3844,377,3112
3844,376,3112
3842,377,3110
3843,380,3112
3844,377,3118
3843,374,3111
3843,378,3110
3842,373,3108
3843,378,3111
3843,378,3110
3843,378,3110
3843,379,3110
3842,378,3116
3844,377,3112
3849,379,3109
3843,379,3110
3843,378,3110
3844,377,3110
3842,377,3109
3800,379,3113
3844,379,3109
3844,377,3112
3842,378,3110
3843,379,3109
3843,378,3110
3844,378,3110
3845,378,3110
3843,378,3109
3841,378,3109
3843,379,3108
3842,380,3109
3842,378,3107
3842,382,3104
3844,377,3106
3844,378,3103
3842,342,3102
3843,374,3100
3843,379,3098
3844,377,3099
3842,380,3098
3843,380,3099
3844,380,3096
3842,379,3101
3842,379,3100
3842,372,3099
3844,380,3100
3842,379,3101
3828,381,3101
3843,380,3102
3844,379,3102
3844,379,3106
3845,380,3110
3843,381,3107
3843,380,3084
3843,380,3112
3844,381,3113
3841,381,3115
3843,380,3120
3834,378,3117
3843,380,3120
3865,381,3097
3843,380,3125
3844,380,3128
3843,379,3129
3845,385,3131
3842,380,3133
3843,387,3136
3842,382,3137
3843,381,3026
3843,385,3124
3843,381,3144
3850,380,3148
3842,381,3151
3843,378,3153
3844,380,3155
3843,381,3158
3843,355,3405
3845,337,3277
3834,336,3278
3845,336,3278
3845,333,3280
3843,337,3278
3837,336,3280
3844,337,3279
3843,345,3282
3843,337,3283
3843,337,3282
3844,339,3282
3844,337,3283
3845,338,3283
3844,337,3283
3845,336,3285
3844,336,3284
3845,337,3284
3844,345,3285
3841,336,3284
3843,337,3286
3844,338,3288
3844,336,3286
3844,337,3285
3844,337,3286
3844,335,3286
3841,336,3284
3843,336,3286
3844,336,3285
3844,334,3283
3844,334,3284
3844,336,3285
3844,333,3285
3842,335,3284
3844,337,3284
3844,336,3285
3842,336,3283
3844,336,3280
3844,336,3282
3844,336,3283
3844,338,3282
3843,336,3282
3839,334,3282
3844,336,3280
3845,336,3281
3843,344,3281
3844,336,3281
3845,336,3277
3850,336,3280
3844,336,3278
3844,336,3279
3845,333,3279
3843,336,3275
3842,335,3278
3844,367,3277
3844,336,3276
3848,336,3277
3844,336,3275
3845,336,3275
3844,336,3275
3845,336,3275
3845,336,3275
3844,334,3274
3842,338,3274
3844,336,3274
3849,336,3273
3844,337,3267
3844,336,3274
3845,336,3269
3844,335,3269
3848,335,3269
3843,337,3270
3844,336,3268
3843,336,3266
3845,336,3267
3844,336,3267
3844,334,3267
3844,336,3266
3845,337,3267
3844,337,3265
3844,335,3266
3844,335,3265
3860,335,3264
3844,336,3264
3848,336,3265
3844,337,3264
3835,336,3262
3844,337,3262
3844,337,3272
3843,337,3265
3843,336,3261
3845,337,3273
3848,341,3261
3844,337,3260
3844,337,3259
3844,337,3254
3844,336,3260
3845,336,3257
3843,335,3257
3843,341,3257
3845,337,3256
3844,339,3256
3845,337,3254
3845,337,3256
3845,337,3252
3841,336,3253
3845,336,3258
3844,337,3251
3845,336,3251
3849,336,3250
3845,336,3250
3848,337,3249
3844,335,3248
3846,337,3249
3844,337,3246
3850,336,3247
3846,335,3246
3814,336,3247
3845,336,3245
3844,339,3246
3846,336,3245
3845,336,3245
3849,333,3244
3843,337,3242
3844,339,3243
3845,337,3240
3835,333,3242
3846,336,3239
3846,338,3240
3846,345,3240
3845,335,3238
