sensor_0,sensor_1,sensor_2
"942
","368
","1454
"
"945
","366
","1454
"
"944
","366
","1454
"
"942
","365
","1454
"
"945
","366
","1454
"
"940
","368
","1459
"
"944
","365
","1453
"
"944
","372
","1490
"
"943
","406
","1454
"
"943
","364
","1453
"
"943
","365
","1384
"
"943
","364
","1454
"
"942
","363
","1444
"
"944
","356
","1455
"
"942
","365
","1455
"
"940
","366
","1457
"
"923
","366
","1462
"
"940
","366
","1456
"
"941
","365
","1456
"
"941
","365
","1455
"
"942
","365
","1456
"
"938
","364
","1456
"
"941
","365
","1457
"
"940
","358
","1456
"
"942
","363
","1456
"
"940
","365
","1456
"
"940
","364
","1456
"
"939
","364
","1457
"
"938
","414
","1454
"
"939
","366
","1456
"
"940
","362
","1457
"
"939
","365
","1456
"
"1028
","363
","1457
"
"938
","369
","1456
"
"941
","365
","1442
"
"934
","364
","1458
"
"939
","365
","1455
"
"938
","357
","1455
"
"938
","364
","1456
"
"939
","363
","1454
"
"920
","364
","1455
"
"938
","365
","1455
"
"936
","364
","1470
"
"937
","362
","1455
"
"939
","364
","1453
"
"931
","364
","1456
"
"937
","364
","1454
"
"936
","362
","1454
"
"936
","364
","1456
"
"937
","364
","1454
"
"937
","364
","1454
"
"934
","364
","1456
"
"936
","363
","1453
"
"957
","363
","1453
"
"934
","364
","1454
"
"934
","363
","1462
"
"934
","363
","1453
"
"935
","356
","1454
"
"936
","365
","1453
"
"934
","362
","1452
"
"934
","362
","1452
"
"934
","354
","1452
"
"933
","363
","1453
"
"935
","365
","1450
"
"933
","363
","1452
"
"933
","366
","1451
"
"934
","364
","1451
"
"932
","364
","1452
"
"933
","364
","1450
"
"930
","365
","1450
"
"933
","364
","1451
"
"933
","363
","1450
"
"932
","363
","1453
"
"936
","364
","1449
"
"932
","362
","1451
"
"933
","363
","1449
"
"929
","365
","1450
"
"933
","356
","1449
"
"933
","361
","1449
"
"933
","364
","1445
"
"931
","362
","1449
"
"930
","364
","1448
"
"930
","363
","1448
"
"932
","363
","1449
"
"934
","364
","1448
"
"931
","362
","1448
"
"930
","363
","1447
"
"932
","368
","1448
"
"952
","362
","1446
"
"930
","362
","1445
"
"930
","363
","1447
"
"930
","363
","1446
"
"929
","363
","1445
"
"930
","364
","1446
"
"930
","363
","1443
"
"930
","363
","1445
"
"917
","363
","1446
"
"928
","364
","1445
"
"929
","362
","1444
"
"930
","364
","1444
"
"928
","363
","1444
"
"931
","364
","1445
"
"966
","362
","1444
"
"928
","362
","1444
"
"929
","364
","1443
"
"930
","361
","1443
"
"928
","362
","1442
"
"927
","362
","1442
"
"928
","362
","1443
"
"928
","363
","1444
"
"930
","362
","1421
"
"926
","360
","1442
"
"926
","363
","1442
"
"926
","343
","1452
"
"926
","362
","1441
"
"925
","369
","1440
"
"924
","363
","1441
"
"926
","362
","1441
"
"925
","347
","1462
"
"925
","362
","1438
"
"929
","363
","1440
"
"925
","361
","1439
"
"926
","362
","1440
"
"923
","361
","1437
"
"925
","358
","1440
"
"926
","362
","1440
"
"922
","363
","1439
"
"925
","362
","1437
"
"925
","365
","1437
"
"924
","362
","1437
"
"927
","363
","1393
"
"924
","364
","1438
"
"933
","362
","1436
"
"924
","362
","1435
"
"924
","362
","1435
"
"924
","362
","1433
"
"941
","362
","1434
"
"929
","363
","1435
"
"920
","361
","1434
"
"925
","363
","1428
"
"909
","360
","1433
"
"924
","364
","1434
"
"923
","362
","1433
"
"923
","363
","1433
"
"924
","361
","1433
"
"922
","365
","1433
"
"923
","363
","1432
"
"928
","364
","1433
"
"924
","361
","1430
"
"922
","362
","1432
"
"922
","361
","1430
"
"923
","362
","1430
"
"923
","365
","1431
"
"927
","361
","1430
"
"922
","362
","1430
"
"922
","368
","1429
"
"921
","362
","1430
"
"923
","362
","1430
"
"922
","362
","1426
"
"922
","343
","1430
"
"923
","362
","1428
"
"923
","363
","1430
"
"921
","362
","1433
"
"921
","362
","1430
"
"923
","365
","1428
"
"922
","362
","1427
"
"921
","361
","1428
"
"928
","362
","1428
"
"920
","363
","1426
"
"922
","361
","1428
"
"920
","371
","1429
"
"921
","362
","1429
"
"921
","361
","1428
"
"922
","361
","1426
"
"921
","360
","1428
"
"922
","363
","1427
"
"921
","362
","1430
"
"920
","363
","1428
"
"920
","361
","1428
"
"922
","361
","1428
"
"921
","362
","1428
"
"922
","362
","1428
"
"926
","362
","1428
"
"922
","361
","1427
"
"921
","362
","1428
"
"921
","362
","1451
"
"919
","361
","1427
"
"921
","362
","1429
"
"922
","361
","1427
"
"921
","359
","1428
"
"921
","361
","1429
"
"922
","381
","1426
"
"920
","371
","1425
"
"931
","361
","1426
"
"921
","360
","1423
"
"898
","362
","1425
"
"918
","361
","1426
"
"927
","360
","1426
"
"918
","363
","1425
"
"922
","362
","1425
"
"918
","363
","1425
"
"925
","361
","1426
"
"920
","362
","1425
"
"926
","360
","1424
"
"936
","361
","1424
"
"920
","362
","1425
"
"921
","362
","1423
"
"920
","362
","1424
"
"921
","362
","1425
"
"920
","362
","1425
"
"921
","361
","1425
"
"920
","363
","1424
"
"908
","364
","1375
"
"921
","333
","1424
"
"922
","362
","1424
"
"921
","362
","1421
"
"920
","373
","1424
"
"921
","363
","1425
"
"925
","363
","1424
"
"921
","363
","1420
"
"921
","362
","1424
"
"928
","362
","1424
"
"923
","362
","1424
"
"922
","363
","1422
"
"920
","362
","1451
"
"922
","362
","1423
"
"922
","364
","1423
"
"922
","362
","1424
"
"921
","364
","1422
"
"921
","362
","1624
"
"921
","362
","1423
"
"921
","362
","1423
"
"864
","360
","1422
"
"921
","362
","1421
"
"921
","363
","1422
"
"921
","363
","1421
"
"922
","363
","1422
"
"920
","360
","1424
"
"921
","362
","1425
"
"923
","382
","1423
"
"921
","362
","1423
"
"922
","362
","1421
"
"915
","364
","1423
"
"920
","363
","1424
"
"921
","363
","1422
"
"920
","363
","1422
"
"921
","378
","1424
"
"926
","363
","1424
"
"922
","358
","1422
"
"921
","363
","1422
"
"922
","361
","1425
"
"922
","362
","1422
"
"921
","363
","1422
"
"921
","363
","1421
"
"923
","337
","1120
"
"769
","440
","1132
"
"766
","449
","1132
"
"769
","441
","1131
"
"764
","441
","1133
"
"768
","440
","1131
"
"768
","439
","1142
"
"769
","441
","1134
"
"766
","440
","1131
"
"768
","441
","1130
"
"768
","441
","1109
"
"767
","441
","1130
"
"768
","441
","1130
"
"767
","442
","1112
"
"474
","437
","1130
"
"768
","494
","1127
"
"767
","442
","1129
"
"766
","441
","1128
"
"781
","442
","1128
"
"768
","446
","1129
"
"767
","442
","1128
"
"765
","441
","1129
"
"763
","441
","1131
"
"767
","451
","1129
"
"766
","442
","1129
"
"766
","441
","1129
"
"765
","442
","1129
"
"770
","442
","1126
"
"765
","441
","1126
"
"764
","442
","1124
"
"764
","443
","1127
"
"764
","442
","1128
"
"767
","442
","1127
"
"764
","444
","1126
"
"764
","443
","1125
"
"763
","443
","1126
"
"766
","445
","1125
"
"763
","445
","1125
"
"765
","443
","1123
"
"765
","432
","1126
"
"763
","444
","1125
"
"765
","449
","1119
"
"764
","444
","1125
"
"767
","441
","1124
"
"764
","440
","1126
"
"765
","444
","1124
"
"763
","444
","1125
"
"766
","438
","1125
"
"763
","445
","1123
"
"773
","444
","1125
"
"764
","443
","1120
"
"765
","443
","1123
"
"753
","445
","1124
"
"763
","444
","1107
"
"760
","444
","1110
"
"763
","444
","1124
"
"762
","444
","1272
"
"762
","445
","1123
"
"763
","441
","1123
"
"764
","441
","1123
"
"761
","445
","1123
"
"762
","446
","1123
"
"761
","445
","1122
"
"761
","444
","1122
"
"754
","444
","1123
"
"762
","448
","1122
"
"731
","446
","1122
"
"761
","425
","1123
"
"761
","445
","1122
"
"761
","444
","1123
"
"761
","445
","1121
"
"762
","446
","1122
"
"758
","444
","1121
"
"754
","445
","1123
"
"762
","445
","1125
"
"792
","446
","1120
"
"760
","445
","1121
"
"760
","445
","1118
"
"784
","445
","1126
"
"760
","446
","1120
"
"761
","446
","1121
"
"760
","451
","1122
"
"760
","446
","1120
"
"758
","446
","1120
"
"763
","445
","1120
"
"760
","446
","1120
"
"760
","445
","1119
"
"758
","444
","1116
"
"762
","446
","1124
"
"761
","446
","1122
"
"762
","444
","1118
"
"759
","445
","1118
"
"757
","443
","1120
"
"757
","448
","1117
"
"754
","448
","1123
"
"758
","444
","1118
"
"757
","445
","1116
"
"757
","446
","1117
"
"753
","529
","1131
"
"757
","448
","1117
"
"756
","448
","1117
"
"747
","450
","1116
"
"755
","443
","1116
"
"758
","448
","1117
"
"757
","448
","1116
"
"756
","446
","1116
"
"757
","448
","1116
"
"757
","448
","1113
"
"756
","448
","1115
"
"757
","449
","1115
"
"756
","447
","1115
"
"758
","448
","1115
"
"761
","449
","1115
"
"756
","451
","1115
"
"756
","448
","1113
"
"755
","447
","1113
"
"756
","450
","1121
"
"754
","448
","1114
"
"756
","449
","1114
"
"758
","448
","1114
"
"757
","449
","1112
"
"754
","449
","1113
"
"756
","448
","1114
"
"751
","449
","1112
"
"754
","405
","1114
"
"755
","450
","1112
"
"764
","449
","1112
"
"755
","449
","1114
"
"755
","449
","1113
"
"754
","450
","1112
"
"755
","452
","1113
"
"754
","450
","1108
"
"749
","440
","1113
"
"754
","451
","1112
"
"753
","450
","1110
"
"756
","450
","1125
"
"754
","456
","1116
"
"753
","449
","1110
"
"754
","444
","1108
"
"754
","450
","1110
"
"753
","450
","1112
"
"746
","449
","1113
"
"753
","440
","1115
"
"753
","450
","1110
"
"753
","453
","1107
"
"742
","449
","1126
"
"750
","451
","1109
"
"751
","450
","1109
"
"752
","449
","1110
"
"752
","450
","1109
"
"750
","450
","1109
"
"753
","451
","1108
"
"753
","451
","1110
"
"753
","477
","1107
"
"750
","450
","1109
"
"752
","452
","1108
"
"752
","450
","1107
"
"752
","451
","1107
"
"750
","451
","1108
"
"748
","450
","1107
"
"749
","451
","1104
"
"751
","452
","1108
"
"752
","450
","1108
"
"750
","451
","1107
"
"750
","450
","1110
"
"750
","450
","1106
"
"752
","452
","1106
"
"748
","451
","1108
"
"748
","452
","1106
"
"707
","450
","1106
"
"750
","451
","1104
"
"750
","451
","1105
"
"750
","459
","1104
"
"749
","453
","1105
"
"750
","449
","1105
"
"749
","452
","1104
"
"750
","449
","1105
"
"749
","452
","1105
"
"738
","453
","1104
"
"749
","451
","1102
"
