sensor_0,sensor_1,sensor_2
3845,441,2790
3844,442,2789
3844,442,2788
3846,441,2786
3845,442,2787
3845,441,2791
3847,440,2786
3844,442,2788
3845,438,2790
3849,441,2787
3845,442,2788
3845,437,2788
3845,442,2776
3844,448,2786
3845,440,2784
3845,443,2785
3845,438,2805
3845,438,2784
3845,443,2784
3845,439,2781
3844,440,2781
3848,441,2783
3844,440,2781
3846,438,2781
3846,441,2779
3845,441,2781
3844,440,2780
3846,434,2781
3843,441,2781
3844,440,2781
3844,440,2780
3843,440,2781
3844,441,2780
3845,439,2784
3844,441,2780
3845,441,2781
3844,443,2781
3844,439,2781
3844,440,2781
3849,442,2786
3844,437,2779
3844,438,2779
3845,438,2779
3856,441,2779
3844,436,2778
3844,441,2777
3859,441,2777
3844,441,2778
3844,440,2778
3843,439,2776
3844,443,2776
3845,439,2776
3844,438,2775
3844,439,2774
3844,442,2762
3844,441,2774
3843,439,2773
3843,437,2772
3842,439,2772
3845,438,2771
3843,440,2771
3844,441,2769
3846,439,2771
3844,440,2771
3844,440,2771
3844,438,2770
3846,438,2771
3843,441,2769
3844,442,2770
3845,438,2768
3844,438,2769
3843,440,2766
3841,440,2813
3845,438,2767
3844,441,2766
3845,459,2769
3844,437,2817
3844,440,2768
3844,440,2760
3845,440,2766
3844,440,2764
3844,438,2766
3843,438,2765
3868,441,2765
3844,438,2765
3844,438,2764
3846,438,2763
3860,440,2765
3844,438,2764
3844,438,2763
3844,440,2766
3848,440,2762
3844,438,2776
3846,440,2769
3843,440,2763
3844,438,2763
3844,438,2763
3844,440,2762
3845,440,2763
3841,437,2762
3843,439,2762
3842,440,2762
3844,438,2762
3844,438,2762
3843,441,2761
3844,443,2748
3843,440,2762
3844,446,2761
3842,439,2761
3844,439,2762
3845,440,2731
3844,438,2760
3843,440,2760
3845,441,2762
3844,438,2760
3844,440,2758
3844,438,2757
3843,438,2760
3845,438,2758
3843,439,2757
3845,440,2760
3844,438,2758
3844,439,2757
3843,440,2757
3844,439,2759
3843,439,2757
3845,441,2776
3832,438,2757
3845,438,2753
3828,438,2757
3844,437,2755
3844,441,2756
3844,468,2755
3848,437,2754
3844,441,2753
3843,436,2754
3842,438,2753
3843,440,2753
3842,437,2753
3844,440,2753
3845,437,2753
3844,439,2753
3844,440,2753
3845,436,2753
3844,451,2753
3844,439,2750
3844,438,2750
3844,440,2752
3843,437,2750
3838,440,2752
3842,438,2752
3843,438,2751
3842,440,2750
3844,438,2751
3845,440,2750
3844,437,2752
3843,437,2732
3844,440,2751
3843,437,2750
3809,438,2750
3844,438,2749
3844,442,2750
3844,437,2749
3844,434,2749
3844,440,2750
3849,440,2783
3846,437,2750
3843,437,2749
3832,438,2749
3844,437,2749
3845,438,2747
3837,440,2749
3845,438,2748
3844,441,2748
3845,439,2748
3846,438,2748
3836,438,2741
3842,437,2749
3844,434,2748
3845,437,2749
3843,438,2747
3844,437,2747
3844,437,2747
3844,437,2746
3843,437,2747
3844,438,2764
3844,437,2747
3844,437,2746
3830,437,2747
3843,437,2746
3844,437,2746
3844,439,2746
3838,436,2746
3844,435,2745
3845,435,2750
3846,437,2742
3843,437,2745
3842,381,2744
3843,437,2744
3845,437,2744
3845,436,2744
3844,443,2745
3843,436,2741
3844,436,2741
3844,440,2740
3843,437,2742
3844,437,2742
3843,436,2742
3843,436,2741
3844,437,2742
3844,368,2741
3875,436,2741
3844,440,2741
3842,436,2745
3843,435,2741
3844,434,2741
3844,438,2732
3845,437,2741
3843,436,2740
3838,435,2740
3844,435,2740
3842,436,2739
3842,437,2726
3842,436,2739
3843,438,2739
3862,451,2738
3844,433,2737
3844,435,2738
3845,436,2737
3845,436,2738
3846,435,2737
3844,436,2736
3843,436,2737
3844,436,2737
