sensor_0,sensor_1,sensor_2
1508,2547,458
1507,2548,458
1506,2549,459
1506,2546,461
1513,2548,465
1505,2545,458
1507,2547,457
1504,2542,458
1505,2547,457
1505,2543,458
1505,2542,475
1504,2544,457
1507,2542,458
1504,2541,457
1502,2538,458
1503,2540,457
1503,2540,458
1503,2540,457
1501,2539,460
1504,2541,450
1502,2540,457
1503,2538,457
1501,2538,457
1501,2537,457
1502,2537,458
1501,2536,457
1501,2536,458
1501,2534,457
1510,2536,454
1500,2533,457
1499,2533,457
1498,2532,452
1499,2531,457
1503,2532,458
1496,2530,457
1504,2530,457
1497,2530,458
1493,2530,457
1498,2529,456
1512,2529,457
1496,2529,458
1497,2526,456
1497,2526,456
1485,2524,457
1499,2526,457
1496,2526,456
1496,2527,457
1494,2526,459
1496,2524,454
1494,2525,456
1494,2524,457
1496,2523,457
1497,2524,454
1493,2523,456
1493,2524,458
1493,2522,457
1492,2485,457
1493,2522,457
1493,2520,458
1492,2521,457
1496,2520,457
1492,2518,457
1492,2520,457
1494,2522,167
1492,2518,457
1490,2526,457
1490,2516,458
1491,2517,462
1491,2517,456
1491,2517,456
1490,2517,458
1489,2516,457
1491,2512,457
1490,2514,457
1490,2515,456
1488,2514,459
1489,2514,459
1489,2513,457
1488,2513,461
1481,2516,457
1488,2510,458
1482,2513,458
1510,2511,457
1485,2510,458
1486,2508,457
1484,2508,458
1477,2508,458
1485,2509,457
1484,2506,457
1483,2506,458
1451,2507,457
1482,2505,458
1484,2507,458
1483,2507,456
1483,2473,458
1483,2504,459
1483,2502,459
1482,2504,458
1481,2504,458
1481,2500,458
1482,2500,458
1483,2493,458
1481,2502,458
1480,2507,457
1478,2499,464
1478,2485,457
1480,2494,459
1479,2499,457
1478,2498,458
1479,2499,453
1490,2500,458
1477,2497,459
1479,2498,458
1477,2496,494
1477,2496,458
1477,2496,458
1477,2494,457
1476,2494,459
1476,2494,459
1514,2492,458
1476,2476,459
1474,2493,459
1475,2496,458
1476,2493,458
1475,2487,458
1473,2491,459
1473,2491,458
1467,2491,457
1478,2491,458
1473,2386,461
1473,2491,458
1473,2491,457
1471,2491,464
1472,2491,459
1475,2489,458
1472,2475,522
1473,2488,459
1472,2488,459
1471,2488,458
1472,2489,460
1473,2487,458
1470,2488,458
1472,2489,464
1470,2486,458
1473,2485,459
1470,2486,459
1467,2486,460
1469,2485,459
1468,2487,460
1468,2485,459
1468,2485,458
1477,2485,418
1464,2485,457
1468,2484,458
1467,2483,458
1467,2483,458
1467,2483,459
1467,2481,460
1476,2480,458
1467,2481,459
1463,2481,458
1465,2481,459
1465,2480,458
1466,2481,458
1464,2480,459
1466,2480,458
1462,2477,288
1450,2478,460
1462,2480,457
1460,2478,459
1464,2477,458
1459,2476,458
1461,2475,459
1461,2475,459
1460,2475,458
1461,2475,459
1462,2462,460
1460,2473,458
1459,2474,458
1461,2490,466
1459,2474,460
1459,2473,459
1459,2472,461
1458,2470,460
1459,2471,458
1456,2472,458
1461,2472,458
1456,2472,459
1459,2482,446
1458,2470,458
1459,2472,459
1457,2470,458
1460,2469,458
1457,2469,458
1457,2468,461
1457,2469,459
1457,2468,459
1456,2468,456
1452,2468,458
1458,2468,456
1456,2468,459
1459,2467,458
1440,2467,459
1452,2466,459
1418,2466,458
1457,2466,458
1457,2465,459
1457,2467,458
1458,2465,453
1457,2466,459
1456,2465,458
1456,2465,458
1454,2462,458
1457,2472,457
1458,2464,459
1456,2464,459
1458,2477,458
1454,2464,458
1456,2464,459
1457,2463,459
1457,2464,458
1452,2462,459
1457,2462,459
1458,2462,458
1458,2464,458
1380,2461,459
1458,2462,459
1458,2461,459
1457,2461,457
1457,2461,460
1459,2465,462
1457,2460,458
1458,2458,461
1420,2460,460
1458,2460,458
1457,2451,458
1457,2458,460
1457,2458,459
1458,2456,459
1456,2457,457
1456,2457,458
1457,2456,460
1444,2457,459
1458,2457,458
1458,2457,458
1458,2457,462
1456,2454,466
1457,2454,459
1457,2454,459
1458,2455,457
1459,2456,458
1461,2456,459
1458,2453,459
1458,2451,458
1459,2945,742
1218,2145,691
1220,2145,692
1220,2145,697
1218,2145,699
1220,2145,692
1220,2144,692
1218,2144,692
1218,2143,692
1218,2144,691
1218,2143,692
1216,2142,692
1217,2142,691
1218,2141,691
1219,2143,692
1214,2141,691
1217,2141,691
1217,2141,691
1217,2141,690
1219,2141,691
1216,2140,686
1202,2141,691
1216,2140,694
1213,2141,692
1216,2140,693
1214,2139,690
1214,2138,690
1213,2138,690
1214,2139,691
1213,2138,693
1214,2138,691
1214,2137,691
1213,2136,673
1213,2121,691
1219,2150,691
1213,2136,692
1212,2134,690
1212,2135,691
1208,2136,691
1212,2136,691
1213,2135,692
1213,2137,687
1212,2133,692
1213,2134,694
1212,2133,691
1211,2133,691
1216,2133,692
1212,2132,696
1284,2132,692
1211,2131,690
1210,2131,691
1210,2131,693
1210,2131,696
1211,2131,693
1212,2129,693
1210,2125,693
1210,2130,694
1210,2132,694
1211,2129,696
1211,2129,694
1210,2128,696
1208,2130,696
1211,2155,695
1213,2126,696
1210,2125,695
1208,2125,696
1207,2125,696
1209,2124,696
1206,2124,689
1208,2124,706
1206,2122,698
1208,2123,697
1208,2123,700
1208,2117,698
1208,2124,698
1208,2121,697
1207,2122,699
1206,2121,698
1185,2121,698
1205,2120,699
1205,2117,700
1211,2118,699
1207,2117,698
1206,2117,699
1205,2115,699
1204,2116,699
1204,2116,699
1193,2145,698
1205,2118,699
1205,2116,697
1205,2115,699
1204,2115,700
1209,2124,699
1204,2115,700
1203,2114,700
1203,2110,705
1205,2113,700
1203,2112,700
1201,2112,699
1203,2114,701
1219,2110,701
1204,2112,702
1203,2109,700
1204,2110,701
1200,2109,701
1204,2110,701
1203,2110,702
1203,2110,701
1203,2106,702
1176,2108,702
1203,2107,702
1202,2108,702
1201,2106,704
1202,2108,704
1202,2105,704
1204,2106,700
1203,2104,700
1202,2106,703
1204,2105,702
1202,1996,702
1200,2104,708
1200,2104,703
1202,2102,703
1201,2103,703
1200,2104,704
1203,2105,703
1202,2102,704
1202,2101,704
1203,2104,703
1202,2102,704
1202,2100,703
1201,2100,707
1202,2100,704
1202,2100,705
1202,2100,704
1197,2100,702
1202,2096,704
1202,2096,704
1206,2098,704
1201,2096,704
1199,2096,705
1200,2094,705
1202,2098,705
1201,2097,704
1203,2094,707
1200,2093,709
1201,2093,706
1200,2110,704
1200,2094,704
1198,2090,705
1198,2092,705
1197,2090,706
1199,2091,706
1198,2108,716
1198,2090,705
1197,2090,642
1197,2090,703
1184,2089,706
1197,2087,707
1198,2089,705
1198,2091,706
1197,2088,707
1198,2088,705
1197,2088,703
1198,2083,700
1196,2088,706
1196,2088,706
1196,2086,706
1198,2084,705
1204,2084,705
1196,2084,707
1197,2085,706
1171,2084,706
1195,2082,705
1196,2083,705
1193,2082,706
1195,2082,705
1194,2082,707
1195,2082,707
1195,2085,691
1194,2081,706
1190,2081,702
1193,2081,706
1195,2081,704
1194,2080,707
1193,2080,707
1195,2082,710
1195,2080,706
1194,2080,706
1196,2083,705
1193,2078,707
1193,2078,707
1194,2077,706
1195,2076,707
1195,2078,707
1193,2077,706
1193,2077,707
1204,2075,707
1194,2077,707
1195,2076,706
1195,2074,708
1194,2076,701
1195,2075,708
1193,2074,706
1194,2074,700
1193,2075,706
1189,2075,706
1195,2075,601
1195,2075,707
1195,2073,706
1192,2073,707
1192,2073,706
1193,2072,705
1192,2073,707
1193,2075,707
1192,2072,708
1190,2070,707
1192,2071,706
1192,2069,707
1193,2070,707
1192,2068,707
1192,2068,706
1189,2067,706
1189,2066,708
1192,2067,706
1192,2067,707
1190,2066,707
1190,2066,705
1194,2064,706
1184,2064,715
1190,2065,706
1182,2064,705
1191,2065,705
1190,2064,706
1190,2064,705
1190,2059,704
1188,2062,705
1188,2061,705
1188,2064,704
1188,2061,705
1187,2060,705
1190,2060,704
1189,2061,705
1189,2059,704
1189,2060,704
1187,2060,704
1189,2060,704
1186,2060,704
1186,2060,706
1187,2059,703
1187,2090,700
1189,2059,702
1188,2058,702
1188,2057,703
1188,2057,704
1189,2323,625
891,2029,602
890,2021,602
893,2030,603
890,2027,603
892,2030,602
890,2032,601
891,2030,602
891,2029,579
890,2033,602
891,2032,602
888,2031,603
891,2030,602
891,2030,601
891,2030,603
890,2029,602
890,2030,603
892,2030,598
905,2029,602
889,2032,601
890,2029,511
889,2031,603
888,2036,608
891,2030,602
888,2034,601
890,2031,603
889,2025,604
893,2033,602
888,2032,602
889,2032,601
890,1957,603
888,2032,602
888,2032,602
888,2032,602
885,2032,601
888,2032,602
885,2032,602
888,2031,601
888,2032,602
888,2034,602
887,2033,603
886,2031,603
886,2030,604
888,2029,601
886,2032,601
887,2033,601
885,2032,602
889,2031,601
885,2032,599
888,2033,603
886,2032,602
872,2032,602
885,2032,601
885,2031,602
885,2030,603
886,2030,600
873,2030,602
884,2031,601
883,2030,601
883,2032,600
883,2030,601
885,2030,601
883,2033,601
883,2030,601
884,2032,600
882,2029,601
884,2031,596
883,2030,600
904,2034,602
883,2030,596
884,2035,597
885,2030,600
881,2029,600
882,2030,600
882,2029,523
882,2030,600
878,2030,600
882,2028,601
883,2031,599
882,2031,601
881,2030,600
881,2030,600
891,2029,597
881,2030,587
880,2032,608
880,2035,599
879,2033,598
881,2034,598
880,2029,598
881,2028,598
878,2029,598
882,2025,598
878,2029,600
889,2030,611
877,2030,598
880,2028,598
877,2033,600
880,2029,598
877,2029,598
854,2029,600
877,2030,599
878,2027,596
880,2031,597
880,2029,598
875,2029,598
875,2032,597
878,2030,596
880,2029,598
880,2035,597
877,2030,598
878,2033,597
880,2030,585
877,2032,598
878,2030,598
879,2029,597
876,2030,597
878,2032,597
877,2030,596
877,2033,595
877,2031,596
876,2030,592
878,2029,597
877,2031,597
876,2032,596
877,2030,596
877,2015,597
877,2030,595
874,2030,595
875,2031,596
876,2031,577
875,2029,602
876,2029,596
875,1993,596
878,2012,594
875,2030,596
876,2026,595
876,2030,595
871,2043,596
877,2030,594
875,2030,596
877,2027,596
891,2029,592
876,2029,594
877,2027,597
875,2029,596
874,2028,596
876,2028,595
876,2029,585
876,2028,593
878,2028,597
892,2029,596
876,2028,594
875,2026,595
875,2033,594
877,2028,594
877,2029,593
876,2027,593
876,2032,594
874,2028,594
875,2027,579
884,2027,594
877,2027,593
877,2029,594
875,2028,594
874,2026,594
880,2026,594
877,2028,593
878,2028,594
877,2038,580
877,2030,594
877,2028,593
877,2028,593
876,2026,595
877,2028,592
878,2027,594
877,2028,593
876,2027,591
879,2028,594
894,2028,594
880,2026,593
878,2028,593
877,2012,593
879,2027,594
880,2025,593
971,2027,593
882,2044,581
878,2027,594
877,2028,592
880,2026,593
880,2027,611
921,2027,593
881,2027,594
881,2027,592
878,2027,593
883,2024,593
881,2027,594
882,2027,594
882,2028,593
883,2030,593
883,2026,592
882,2022,593
883,2025,593
882,2025,594
882,2026,592
884,2024,593
882,2025,643
882,2022,594
884,2024,593
884,2024,589
885,2024,593
878,2025,592
884,2022,593
883,2024,592
884,2023,593
875,2024,594
885,2024,606
874,2022,598
886,2021,594
886,2022,593
887,2022,593
888,2022,594
890,2023,594
888,2022,593
891,2022,595
888,2021,592
888,2021,565
889,2022,595
889,2021,593
889,2025,594
888,2020,595
888,2019,593
890,2018,592
891,2020,589
889,2020,592
893,2020,593
892,2018,593
891,2019,593
891,2017,593
887,2018,592
893,2018,594
891,2018,595
880,2018,593
892,2019,592
893,2018,594
894,2018,595
894,2017,594
893,2018,592
893,2016,592
896,2016,597
896,2018,595
894,2016,605
894,2018,593
896,2017,594
897,2015,608
897,2013,596
896,1797,498
512,1274,431
513,1274,432
512,1273,432
573,1275,429
513,1274,430
512,1268,432
511,1270,431
513,1271,429
511,1272,431
511,1266,427
511,1273,432
514,1274,432
522,1272,429
511,1271,448
511,1272,430
511,1286,431
511,1271,429
511,1269,409
511,1272,431
511,1269,430
514,1270,430
511,1271,429
511,1270,439
513,1270,429
514,1263,430
511,1267,432
511,1268,430
511,1269,429
511,1269,429
511,1273,429
511,1268,435
511,1269,432
513,1269,433
511,1268,429
511,1268,429
511,1269,430
511,1268,431
511,1265,431
511,1266,429
511,1267,430
511,1268,430
511,1273,430
511,1265,429
511,1265,429
511,1264,430
511,1266,429
511,1264,429
511,1264,428
511,1266,429
511,1266,428
511,1264,428
511,1263,429
511,1264,430
511,1254,428
511,1265,429
511,1261,428
511,1263,430
511,1261,429
511,1266,428
511,1263,430
511,1261,428
511,1262,428
511,1264,431
511,1252,428
511,1262,429
511,1262,428
511,1262,428
511,1261,429
511,1260,429
511,1261,430
511,1262,428
511,1262,429
511,1248,428
511,1261,420
511,1261,429
511,1260,428
511,1260,428
511,1260,429
511,1260,430
511,1258,427
511,1259,426
511,1259,428
511,1260,426
511,1258,428
511,1260,426
511,1259,429
511,1261,425
511,1262,429
511,1259,426
511,1259,428
511,1259,426
511,1259,427
511,1258,428
488,1257,428
511,1259,428
511,1253,425
511,1260,428
511,1252,427
511,1258,428
511,1256,427
511,1237,428
511,1246,405
511,1257,427
511,1258,428
526,1258,426
511,1258,426
511,1253,426
511,1257,426
511,1257,427
511,1257,428
511,1257,426
511,1256,426
511,1259,428
511,1256,427
511,1254,426
511,1256,426
511,1254,427
511,1254,426
511,1257,425
511,1254,425
511,1261,427
511,1255,427
511,1254,426
511,1256,427
511,1257,429
511,1254,427
511,1254,426
511,1255,436
