sensor_0,sensor_1,sensor_2
122,102,123
123,101,123
120,101,122
121,94,125
120,100,129
120,101,125
120,105,124
118,101,122
122,101,123
117,101,123
121,101,123
122,100,123
125,98,128
120,101,123
121,101,123
118,100,123
123,101,124
119,101,122
120,101,124
121,110,123
121,102,123
120,100,126
120,102,123
120,101,118
121,103,123
120,101,128
120,102,123
121,102,124
118,101,123
120,101,124
123,103,123
124,98,125
121,100,125
119,103,123
121,101,126
122,103,123
122,101,124
120,104,123
120,96,118
123,102,124
121,99,124
120,101,124
121,101,128
121,101,124
121,102,123
121,101,123
120,101,124
121,102,121
120,96,123
120,102,123
121,105,123
121,101,123
122,102,122
120,102,124
123,102,123
121,107,124
121,101,123
121,101,123
121,102,124
118,102,123
122,102,122
122,101,123
120,101,124
120,101,153
121,109,123
120,101,123
120,101,121
121,102,124
120,84,126
121,102,123
120,101,122
122,105,110
122,101,124
120,101,122
121,102,124
119,102,122
86,100,123
120,102,123
121,102,123
116,94,124
121,102,117
121,101,123
121,100,123
121,101,123
121,104,123
120,101,123
118,102,117
120,101,123
128,68,123
120,101,124
121,102,128
119,104,123
120,101,123
118,101,122
120,102,128
121,101,124
123,100,124
121,99,124
120,101,123
122,102,121
122,102,119
120,97,123
124,102,122
123,101,123
120,101,124
121,100,124
121,101,124
122,101,124
123,102,123
120,101,123
121,98,124
122,102,124
124,101,123
120,102,123
118,101,123
118,101,123
121,102,122
121,104,123
121,101,126
120,102,124
125,99,133
121,102,123
122,99,123
122,102,124
102,100,123
118,104,125
121,101,124
118,101,124
121,101,124
120,102,123
121,101,122
121,101,122
119,102,122
115,102,123
122,100,123
121,101,123
121,100,130
121,101,121
120,101,115
120,102,122
120,101,123
120,100,123
123,100,125
121,101,123
120,99,123
121,101,122
120,101,125
121,101,124
121,100,125
121,101,123
120,101,122
122,94,124
119,101,123
121,102,124
121,100,123
121,102,124
120,102,124
121,101,82
123,102,123
122,101,122
122,101,124
126,102,122
121,100,124
121,99,125
121,102,123
121,102,123
120,101,123
121,101,122
120,101,124
121,101,122
120,100,123
123,101,124
121,101,125
117,101,122
121,101,124
115,103,123
122,101,123
118,100,123
121,100,122
117,100,126
123,101,123
119,105,123
121,102,124
122,101,123
120,103,125
120,102,123
120,104,121
121,100,124
117,99,123
120,101,123
134,101,126
121,101,123
124,100,123
120,101,123
121,101,125
121,102,125
118,102,123
121,101,124
121,100,123
122,102,122
120,101,122
121,100,125
120,109,123
121,101,124
118,100,122
121,102,124
123,101,122
121,102,122
120,101,123
119,99,124
121,101,124
120,95,122
122,100,124
121,99,122
119,100,123
118,104,126
119,104,124
125,101,124
121,100,121
120,100,123
121,101,123
118,102,124
121,101,126
120,102,163
121,101,123
120,102,122
120,101,122
130,101,124
115,100,121
121,102,123
120,100,126
118,101,124
120,100,122
118,104,124
120,101,123
118,104,122
109,100,122
121,104,123
120,98,125
120,101,124
124,101,124
120,101,121
121,102,122
121,102,124
117,98,124
118,102,123
121,101,124
118,101,124
122,107,123
121,100,123
120,100,123
121,101,125
121,100,123
120,100,124
121,102,124
118,109,124
120,106,129
121,105,123
121,105,123
121,109,124
121,105,120
120,105,124
118,104,123
122,101,123
118,117,123
121,105,123
123,108,123
120,104,126
118,105,124
122,105,122
123,105,140
121,104,123
125,105,122
124,105,121
121,105,124
120,107,123
121,106,125
120,105,123
120,105,125
120,112,124
121,107,122
119,105,123
121,105,123
120,104,122
121,104,123
122,105,123
121,106,123
121,106,122
116,104,125
120,104,125
120,105,124
121,104,125
121,105,124
121,105,123
121,107,120
121,104,124
119,105,122
120,142,124
121,105,134
121,107,124
121,104,122
120,105,124
125,106,124
122,104,123
120,107,123
120,104,116
117,113,123
121,104,125
120,104,123
122,101,131
112,105,124
121,104,124
120,105,125
119,105,128
124,106,121
120,104,123
120,104,123
122,103,123
121,105,107
121,105,124
120,107,123
121,104,124
83,104,124
121,106,123
123,104,122
121,99,123
120,105,122
118,105,121
120,105,123
120,101,122
119,105,125
122,105,123
120,103,122
123,105,123
121,131,123
121,106,123
121,104,124
120,106,122
120,106,123
123,105,122
120,105,126
121,105,123
118,104,123
120,104,123
123,104,122
120,105,123
122,105,134
120,104,125
121,104,123
137,104,123
121,105,122
119,105,123
121,104,125
120,105,123
118,103,124
121,104,123
120,106,124
121,104,121
121,103,120
121,104,121
121,106,119
121,105,124
118,104,123
121,100,124
121,104,124
121,106,122
120,105,123
121,108,123
120,105,122
121,105,123
123,106,123
125,105,123
124,104,123
121,120,123
121,105,124
117,105,124
120,103,123
121,105,122
122,106,123
120,106,124
119,105,124
120,105,123
121,110,124
117,104,123
121,104,121
120,104,122
121,105,126
122,103,123
121,106,128
120,104,123
121,104,122
121,104,123
125,107,124
122,105,124
122,105,121
120,106,124
121,105,123
121,105,121
120,106,122
121,107,123
114,104,123
121,104,123
120,100,123
118,105,129
122,104,123
120,105,122
120,105,122
115,100,117
120,106,124
121,105,123
120,109,123
122,105,122
120,105,128
120,104,123
121,105,123
120,107,124
121,106,124
121,104,123
121,105,121
123,106,123
119,105,123
121,106,123
121,104,124
118,106,123
121,105,124
122,104,122
123,104,124
120,105,122
120,104,122
120,105,123
120,105,126
120,105,122
121,104,124
120,104,123
121,109,122
120,105,125
120,105,123
119,105,123
121,101,122
122,111,126
120,101,118
120,108,124
120,106,123
121,103,123
120,105,124
121,104,123
121,102,123
124,104,124
125,105,123
121,105,120
127,105,123
120,103,107
121,105,122
120,104,124
123,105,124
122,106,125
121,104,124
121,105,123
120,105,130
122,105,123
119,106,125
122,103,125
121,105,123
123,105,123
108,106,118
121,104,123
121,105,121
116,102,123
122,106,125
118,105,125
122,105,123
122,105,121
125,104,123
123,105,123
121,106,123
121,104,123
121,117,117
121,104,124
118,105,123
122,105,121
121,105,112
119,104,122
121,106,123
118,102,124
121,105,122
115,99,124
121,101,123
120,106,122
122,102,135
120,106,123
120,105,123
121,120,125
124,104,124
118,104,123
122,102,124
121,103,123
126,106,123
122,104,122
121,106,123
120,104,122
121,106,124
166,105,124
120,105,124
121,108,115
123,104,123
118,104,121
121,106,123
122,105,123
121,104,123
122,102,122
122,104,114
120,103,122
123,101,121
121,102,123
122,101,122
121,105,124
121,104,123
122,106,123
122,101,122
122,103,129
122,104,121
122,104,123
121,100,123
78,104,122
123,104,123
121,105,123
108,102,124
117,103,123
123,104,124
122,104,121
120,101,123
122,104,123
121,104,122
123,103,120
123,104,122
122,102,124
121,104,125
123,106,122
122,105,122
121,104,122
122,102,123
118,118,123
120,101,123
122,104,123
123,109,123
126,107,122
122,104,121
122,104,123
123,105,122
122,103,124
121,104,122
122,104,122
125,104,128
122,103,122
122,103,123
121,107,122
121,104,125
120,104,122
122,104,122
121,103,123
124,102,122
121,105,122
122,104,124
121,104,123
122,105,123
122,104,124
120,105,124
123,105,122
122,104,123
123,104,123
123,106,123
121,102,122
120,105,123
122,107,125
120,104,123
122,103,123
121,103,86
122,104,123
122,104,122
126,104,120
88,104,122
121,102,121
121,104,122
121,105,123
122,104,121
123,104,117
124,104,123
121,105,122
121,104,122
120,101,120
121,103,123
123,105,123
120,104,122
122,104,123
121,103,122
122,102,122
121,105,122
121,103,122
120,102,120
121,104,121
120,105,124
123,124,123
123,105,123
125,104,122
120,105,123
121,104,122
121,101,123
123,106,121
120,105,123
122,104,122
121,102,123
123,100,123
121,105,122
122,105,98
123,104,124
120,104,123
122,105,123
121,105,121
122,104,123
121,104,124
118,104,122
121,104,128
122,105,124
121,105,123
122,104,123
123,104,123
121,105,123
121,105,123
121,103,123
121,101,123
120,106,123
122,104,123
122,105,123
126,104,126
122,104,123
122,105,123
122,107,122
138,104,124
122,105,123
122,104,122
120,104,121
120,103,122
122,104,124
122,104,121
121,105,121
122,102,123
123,104,120
122,102,123
122,104,121
120,108,122
121,104,123
122,101,123
122,104,122
121,104,123
122,105,122
122,106,123
124,103,121
121,104,122
120,108,122
121,98,121
120,104,123
121,105,123
121,104,122
120,104,124
126,104,122
121,104,125
121,104,121
121,104,122
122,104,123
121,105,123
123,103,106
122,105,125
121,105,125
121,104,123
120,102,123
121,102,123
121,104,122
122,106,128
121,104,123
122,103,122
120,107,122
131,106,123
122,105,122
128,105,122
123,104,123
113,102,121
121,60,123
121,106,124
121,105,121
115,102,122
121,105,123
122,104,122
122,104,122
122,104,123
121,106,122
121,99,122
121,103,123
121,105,122
118,107,121
122,104,122
116,109,124
120,106,124
118,104,123
121,104,121
117,105,123
122,105,124
120,106,123
120,104,123
122,104,121
120,105,124
124,107,125
121,101,120
121,104,123
121,104,123
121,104,122
122,77,118
121,104,123
121,107,122
123,106,124
123,107,123
122,104,123
120,100,123
121,101,121
122,106,124
120,102,122
121,102,122
121,105,123
120,101,123
121,105,122
117,105,123
122,105,123
126,104,123
122,104,122
120,105,124
121,105,123
123,105,123
122,105,122
122,104,122
122,101,126
121,104,124
130,110,121
121,102,122
121,104,124
120,104,122
121,104,123
120,104,124
122,104,123
122,102,124
117,106,123
129,104,123
122,104,122
121,104,122
116,61,123
120,89,121
121,106,123
121,104,123
122,104,121
121,104,124
122,104,122
121,106,118
121,102,124
121,104,124
121,105,123
122,104,122
122,98,122
120,101,124
121,102,123
123,101,124
122,101,123
120,102,123
120,102,123
121,119,126
123,101,120
118,101,123
121,104,128
121,102,123
121,102,122
121,103,123
122,108,123
121,102,123
124,99,122
120,105,125
122,116,123
121,102,107
121,103,123
118,104,123
119,102,124
131,105,125
118,99,124
120,101,128
120,102,124
121,104,123
117,102,124
121,101,119
121,101,124
123,104,123
124,105,124
122,103,123
121,102,122
121,84,123
